video_id,title,active_since_days,duration_seconds,total_views,num_chars,num_words,num_punctuation,num_words_uppercase,num_words_lowercase,num_stopwords,avg_word_len,contain_digits,startswith_digits,title_sentiment
v=N87qBwmYtd8,Ingenious Everyday Hacks To Make Your Life More Comfortable,90,1860,2258440,59,9,0,0,0,3,6.555555555555555,0,0,0.30000000000000004
v=awkogF3QzPk,"ODDLY SATISFYING VIDEO TO RELAX || Tricks With Kinetic Sand, Slime",90,692,661621,66,11,3,5,0,2,6.0,0,0,0.5
v=tuoXPKjnUvI,TOP ALOE HACKS & TIPS FOR YOUR EVERYDAY BEAUTY ROUTINE,90,675,382733,54,10,1,9,0,2,5.4,0,0,0.15
v=ZZRortQ7tRo,LOVELY PHOTO IDEAS FOR PARENTS || Cool Parenting Hacks You’ve Never Seen Before,90,620,6852030,79,13,2,5,0,2,6.076923076923077,0,0,0.425
v=cMeKz8Aulog,MEGA PARENTING COMPILATION || How to be good friends with your kids,90,3600,2483956,67,12,2,3,7,5,5.583333333333333,0,0,0.7
v=eH_wceyMRNM,BEST BACK TO SCHOOL HACKS AND DIYS YOU NEED TO TRY,90,781,1842003,50,11,0,11,0,4,4.545454545454546,0,0,0.5
v=_TQux9Pvaag,ADORABLE CRAFTS WITH EPOXY RESIN || DIY Soap And Candle Ideas,90,611,1103334,61,11,2,6,0,2,5.545454545454546,0,0,0.5
v=7vv3sVk8x8I,INCREDIBLE HACKS & GADGETS FOR PET OWNERS,90,732,721844,41,7,1,6,0,1,5.857142857142857,0,0,0.9
v=AFJIJVXI8V0,PRICELESS PARENTING HACKS FOR EVERYDAY LIFE,90,657,651773,43,6,0,6,0,1,7.166666666666667,0,0,0.4
v=HNMoo0pijJ8,AMAZING LIFE HACKS TO ENJOY THIS SUMMER,90,778,1897665,39,7,0,7,0,2,5.571428571428571,0,0,0.5
v=NlKNsrrsWHc,YUMMY FROZEN JELLY! Fantastiс Summer Recipes,90,677,1788860,44,6,1,3,0,0,7.333333333333333,0,0,0.0
v=kTKAMBLxe_8,WOW! THE ART OF MAKING SOUNDS #shorts,90,59,3753090,37,7,2,6,1,2,5.285714285714286,0,0,0.125
v=vBDGyVgRf_g,Must-Have Bathroom Gadgets For Both Moms & Kids,90,804,389078,47,8,2,0,0,2,5.875,0,0,0.0
v=55D5fh-YAeI,"Awesome Flying Phone || Appliances, Gadgets And Cool Inventions  For Your Phone #shorts",90,37,3255056,87,13,4,0,1,3,6.6923076923076925,0,0,0.675
v=F1_oWtvxRg4,If PROBLEMS Were PEOPLE,90,654,308665,23,4,0,2,0,2,5.75,0,0,0.0
v=-Qp6rmWhLbA,COOL SUMMER HACKS AND DIY IDEAS,90,744,1647837,31,6,0,6,0,1,5.166666666666667,0,0,0.35
v=PVSPyCi1abQ,YUMMY SNACKS & FOOD HACKS ALL PARENTS SHOULD TRY THIS SUMMER,90,726,499343,60,11,1,10,0,3,5.454545454545454,0,0,0.0
v=k7lkqYuAkQ8,GENIUS TOOTHPASTE HACKS || Random Hacks To Save Your Day,90,735,1518468,56,10,2,3,0,2,5.6,0,0,-0.5
v=xrkvgsfDAX0,CLOTHING HACKS FOR CRAFTY PARENTS YOU MUST TRY,90,611,2214546,46,8,0,8,0,2,5.75,0,0,0.4
v=nDtqGRYGeHI,GENIUS SUMMER HACKS || Best Ideas For Crafty Parents,90,4080,18973535,52,9,2,3,0,1,5.777777777777778,0,0,0.7
v=EeW66DL3bmU,Life-Saving Gadgets For Smart & Trendy Parents,90,763,730448,46,7,2,0,0,1,6.571428571428571,0,0,0.40714285714285714
v=iJe_yPU-Klk,PRICELESS HACKS AND TRICKS FOR DOG OWNERS || Useful Pet Hacks,90,602,2208559,61,11,2,7,0,2,5.545454545454546,0,0,0.65
v=JRb0xDXwAj8,BE THE COOLEST PARENT EVER WITH THESE SMART HACKS & GADGETS,90,767,771870,59,11,1,10,0,4,5.363636363636363,0,0,0.21428571428571427
v=L3O5ECQYP_s,EDIBLE LIPSTICK?! 💄 CLEVER PARENTING HACKS WITH FOOD,90,719,1561702,52,8,2,7,0,1,6.5,0,0,0.16666666666666666
v=L5yi6IEPfsE,"MOUTH-WATERING DESSERTS YOU CAN EASILY MAKE || Pop It Cake, Jelly Cake And More",90,729,629277,79,14,4,6,0,5,5.642857142857143,0,0,0.5444444444444444
v=-QbVyLL2IIg,HOT SUMMER HACKS FOR AWESOME PARENTS,90,853,1292693,36,6,0,6,0,1,6.0,0,0,0.625
v=Ggr6IDmmh18,"WOW! GENIUS TIK TOK HACKS || 29 Challenges, Mystery Boxes And Wheels For 24 Hours",90,689,440877,81,15,4,5,0,2,5.4,1,0,0.125
v=fVUgDgd0S4U,Easy Crafts All Parents Should Try To Make,90,3960,2805726,42,8,0,0,0,3,5.25,0,0,0.43333333333333335
v=FXCGPsMA96o,SMART PARENTING HACKS || Pregnancy hacks for new moms and dads,120,712,904184,62,11,2,3,6,2,5.636363636363637,0,0,0.17532467532467533
v=_IKTenid328,First Aid Hacks for Emergencies That You Need To Know,120,745,885358,53,10,0,0,1,4,5.3,0,0,0.25
v=sWJPTwaeGjc,Smart parenting hacks || EASY DIY SOAP IDEAS TO MAKE AT HOME,120,900,538096,60,12,2,8,2,2,5.0,0,0,0.3238095238095238
v=NBl4PZwys7c,Brilliant Hacks For Smart Parents || Easy Toy DIY Ideas,120,672,2184952,55,10,2,1,0,1,5.5,0,0,0.5158730158730159
v=ShvCCwibtbk,100+ SUMMER TIME HACKS,120,3660,992954,22,4,1,3,0,0,5.5,1,1,0.0
v=sXy39_LVVpQ,SMART LIFE HACKS FOR ANY OCCASION,120,571,2065298,33,6,0,6,0,2,5.5,0,0,0.21428571428571427
v=_kcDsexQgUA,EXCELLENT HACKS EVERY PARENT SHOULD KNOW || Funny Games And DIYs,120,767,647419,64,11,2,6,0,2,5.818181818181818,0,0,0.625
v=DLqr7Iddezo,SUMMER PARENTING HACKS || Easy Summer Snacks for Your Kids,120,600,12574620,58,10,2,3,1,2,5.8,0,0,0.43333333333333335
v=y2CCdSfIPic,OMG! He Really Did It? || Crazy Real Life Trick Shot #Shorts,120,46,977705,60,12,5,1,0,2,5.0,0,0,-0.06666666666666665
v=_RwkOEAML0w,WHAT TO DO ON A BORING DAY || Fun games and tricks you will want to try,120,690,975866,71,17,2,7,8,9,4.176470588235294,0,0,-0.35
v=g7BWySAa3R0,IF ANNOYING THINGS WERE HUMANS || Useful Ideas and Hacks,120,818,611390,56,10,2,5,1,3,5.6,0,0,-0.25
v=UMoT_Tkl3F0,DIY Unique Phone Cases || Antistress Cases You Can Easily Make,120,682,753913,62,11,2,1,0,2,5.636363636363637,0,0,0.4041666666666667
v=xBOTciwgbFU,VIRAL TIKTOK TRICKS & AMAZING EXPERIMENTS,120,613,901089,41,6,1,5,0,0,6.833333333333333,0,0,0.6000000000000001
v=PDWss9mopP8,AMAZING LIFE HACKS FOR PARENTS || DIY Balloon Toys And Crafts,120,593,884038,61,11,2,6,0,2,5.545454545454546,0,0,0.6000000000000001
v=1iI7IDArW1A,AWESOME BEACH AND CAMPING HACKS || HOW TO MAKE YOUR TRIP PERFECT,120,616,998510,64,12,2,11,0,4,5.333333333333333,0,0,1.0
v=vXDTuO8VpD8,Mesmerizing Painting Ideas || Create Art Pieces Using Unusual Things,120,855,754425,68,10,2,0,0,0,6.8,0,0,0.25
v=L-V43HcW8AY,Smart Tricks For Creative Moms || Useful Gadgets And Parenting Hacks,120,772,1438314,68,11,2,0,0,2,6.181818181818182,0,0,0.33809523809523806
v=AYgmOnd5zJc,Useful Gadgets All Parents Should Own || Best Parenting Hacks,120,794,2501711,61,10,2,0,0,3,6.1,0,0,0.6333333333333333
v=BQNaF6yd29E,WOW! POP IT HACKS || Fantastic hacks that you haven’t seen before,120,697,1844445,65,12,3,4,6,4,5.416666666666667,0,0,0.2625
v=rmKmjYnNQdc,BEST TIPS TO IMPROVE YOUR PARENTING SKILLS,120,3780,2735919,42,7,0,7,0,2,6.0,0,0,1.0
v=u42-mVHGvFs,Brilliant Beauty Hacks & Makeup Tricks You Need to Try,120,775,761309,54,10,1,0,1,2,5.4,0,0,0.9
v=K0TyUVhYiRY,Mom vs. Dad 👨‍👩‍👧Smart tips for crafty parents,120,718,3711279,46,8,1,0,5,1,5.75,0,0,0.4
v=EZ_45m88YiA,KITCHEN GADGETS AND HACKS TO MAKE COOKING EASIER,120,768,619545,48,8,0,8,0,2,6.0,0,0,0.0
v=qgOoRhQo4NQ,WOW! Easy hacks you didn't know about! VALUABLE CAR HACKS EVERY DRIVER NEEDS TO KNOW,120,796,363510,84,15,3,9,5,3,5.6,0,0,0.33333333333333337
v=uW6FkPBxa-k,"USEFUL HOME HACKS || How to Get Rid of Insects, Preserve Food Longer and More",120,606,4916585,77,15,3,3,3,5,5.133333333333334,0,0,0.4
v=FKsket2OIcM,27 Genius gadgets for the best parents ever,120,662,6759425,43,8,0,0,6,2,5.375,1,1,1.0
v=odrL3cdRuAQ,SURVIVAL GUIDE FOR SMART PARENT || Make Visiting A Doctor Comfortable for Kids,120,3720,5363554,78,13,2,6,1,3,6.0,0,0,0.30714285714285716
v=pF5-oRQ8PO0,FANTASTIC GLUE GUN & 3D PEN HACKS,120,1980,2151276,33,7,1,6,0,0,4.714285714285714,1,0,0.4
v=qvAzCJ3XEB8,24 HOURS IN JAIL || Prison hacks that are useful in everyday life,120,746,977014,65,13,2,3,7,4,5.0,1,1,-9.25185853854297e-18
v=RwEDZFXBynY,DIY SOAP & HANDMADE CANDLES || CREATIVE IDEAS FOR HOME,120,656,1510619,54,10,3,8,0,1,5.4,0,0,0.5
v=YR0ue9sPw90,EASY PHOTO HACKS & COOL VIDEO IDEAS || Viral TikTok Hacks,150,637,1844783,57,11,3,6,0,0,5.181818181818182,0,0,0.39166666666666666
v=PNEYCqFzT_g,AMAZING LIFE HACKS FOR YOUR HEALTH,150,709,507546,34,6,0,6,0,2,5.666666666666667,0,0,0.6000000000000001
v=d4TPTfrmiW0,HOW HARD IS TO BE A DAD 🤷‍♀️ 21 PARENTING HACKS From a Crafty Family,150,640,561917,68,15,0,9,1,7,4.533333333333333,1,0,0.05416666666666667
v=Ki8ND4831AQ,CHOCOLATE HACKS & YUMMY RECIPES || EASY SNACKS FOR KIDS,150,677,1295808,55,10,3,8,0,1,5.5,0,0,0.43333333333333335
v=u0PQ6Y6MuHg,100+ HACKS TO MAKE PARENTING FUN & EASY,150,3720,11450677,39,8,2,6,0,1,4.875,1,1,0.3666666666666667
v=SgU22ZMDey4,"HOT! 🔥 MOBILE PHOTOGRAPHY IDEAS || Make your photos and videos go viral in Instagram, TikTok",150,588,745115,92,16,4,4,7,3,5.75,0,0,0.3125
v=SiD7HS7j9hk,WOW! 🤯 FANTASTIC EXPERIMENTS THAT WILL BLOW YOUR MIND,150,894,1150893,53,9,1,8,0,3,5.888888888888889,0,0,0.2625
v=AakARCMfu00,SHOCKING COMMERCIAL TRICKS WITH FOOD || Amazing Cooking Hacks,150,763,1694435,61,9,2,5,0,1,6.777777777777778,0,0,-0.1333333333333333
v=AsuokqGmMz4,🏖 PATIO DESIGN IDEAS FOR SUMMER || Home Decorating Tips,150,881,1912241,55,10,2,5,0,1,5.5,0,0,0.0
v=ExL8HG2PuQI,RICH Student vs BROKE Student || Rich Girl VS Poor Girl Funny Moments and Cool Hacks,150,616,957820,84,16,2,3,2,1,5.25,0,0,0.19
v=ULo4wE1UdzU,MEGA COMPILATION || SMART PARENTING LIFE HACKS,150,3660,2046970,46,7,2,6,0,0,6.571428571428571,0,0,0.21428571428571427
v=EB6X0_OrxZU,FAKE PIERCINGS & TATTOOS THAT LOOK REAL! EFFECTIVE BEAUTY HACKS,150,768,518977,63,10,2,9,0,1,6.3,0,0,0.19999999999999996
v=0XJ-MPBlZN8,Incredible life hacks for parents || How To Make Kids Happier,150,619,1167076,61,11,2,0,4,3,5.545454545454546,0,0,0.9
v=RDWSz-h84PA,IF OBJECTS WERE PEOPLE || Relatable Situations & Fun Life Hacks,150,740,6195648,63,11,3,4,0,2,5.7272727272727275,0,0,0.3
v=-QEM4HweTys&t=1s,IF OBJECTS WERE PEOPLE || Funny Situations And Relatable Moments,5,900,178849,64,10,2,4,0,3,6.4,0,0,0.25
v=bs3xjOhEowo,Important FIRST AID HACKS for EMERGENCIES That You Need to Know,120,692,436348,63,11,0,4,2,4,5.727272727272728,0,0,0.325
v=WD-f0w0pToc,WATERMELON PARTY HACKS 🍉 Amazing Party Tricks For Friends and Family,120,1020,766494,68,11,0,3,1,2,6.181818181818182,0,0,0.6000000000000001
v=8ByR8LUR-7s,Smart Gadgets For All Occasions || 26 amazing gadgets to make parenting easier,120,669,1952462,78,13,2,0,6,3,6.0,1,0,0.4071428571428572
v=bNqIyuni1ZY,BEST PARENTING LIFE HACKS || Smart Tips for Parents,120,3600,16531172,51,9,2,4,1,1,5.666666666666667,0,0,0.6071428571428571
v=oZUtvBke7eA,HOW TO ESCAPE AWKWARD SITUATIONS | If food were people,120,678,637458,54,10,1,5,3,4,5.4,0,0,-0.6
v=QSH_HxOiNs8,Tik Tok POP IT FIDGET GAME! 😎 #SHORTS,120,35,5653299,37,8,2,5,0,1,4.625,0,0,-0.5
v=SkhUSbr6RkU,PARENTING LIFE AND HACKS || Awesome TIPS from moms and grandmas,120,1020,371416,63,11,2,5,4,3,5.727272727272728,0,0,1.0
v=N6AoczKS560,FANTASTIC HOME DECOR IDEAS TO MAKE YOUR PLACE COZIER,120,655,556151,52,9,0,9,0,2,5.777777777777778,0,0,0.4
v=OQuDzNdD6zk,Is It Hard To Be a MOM? SMART LIFE HACKS FROM CRAFTY PARENTS,120,706,4020306,60,13,1,7,1,6,4.615384615384615,0,0,0.1075396825396825
v=9I_OmoMn6q4,Crazy toothpaste hair DYE! Will it work? || Two Girls Cut Their Clothes In Public,120,1320,540746,81,15,4,1,4,4,5.4,0,0,-0.375
v=8axruaRCt4Q,GREAT TIPS TO AVOID AWKWARD SITUATIONS,120,632,302901,38,6,0,6,0,1,6.333333333333333,0,0,0.1
v=2L8QXYO0Dik,100+ PARENTING HACKS || HOW HARD IS TO BE A MOM,120,3600,8142295,47,11,3,9,0,5,4.2727272727272725,1,1,-0.2916666666666667
v=FWyBazm2hWI,IF MAKEUP WERE PEOPLE! If Food Were People!,120,705,1560209,43,8,2,4,0,4,5.375,0,0,0.0
v=6Po-4_ieij4,POP IT! SATISFYING SOAP DIY IDEAS || How to Make Soap at Home,120,712,416795,61,13,3,6,2,3,4.6923076923076925,0,0,0.5
v=H8Uh--SNG48,More ways to use POP IT FIDGET #SHORTS,120,55,4268741,38,8,1,4,3,3,4.75,0,0,0.5
v=cW0Gf1s_Y9A,POP IT! COLORFUL DIYs and COOL HACKS FOR EVERYONE,120,635,1272963,49,9,1,7,1,2,5.444444444444445,0,0,0.3249999999999999
v=zhGIXD-HffI,"Creative DIYs and Crafts To Try! || Glue gun, 3D pen, Soap and Epoxy Resin Ideas You Will Adore.",120,667,563922,96,19,6,1,4,5,5.052631578947368,1,0,0.625
v=L5ucjDC3zEo,AWESOME RECYCLING IDEAS FOR YOUR HOME DECOR,120,662,394669,43,7,0,7,0,2,6.142857142857143,0,0,1.0
v=jbZLyqTywzI,13 Clever Ways to Keep Your Child Happy! Studying has never been so fun!,120,512,143593,72,14,2,0,6,5,5.142857142857143,1,1,0.513888888888889
v=Q7oqbR0cr5g,POP IT! CAMPING HACKS & SURVIVAL TIPS YOU NEED TO KNOW,120,693,1306271,54,11,2,10,0,2,4.909090909090909,0,0,0.0
v=zgHmDg-IwUs,MEGA GLUE GUN COMPILATION FOR CRAFTY PEOPLE BY 5-MINUTE CRAFTS,120,3600,747566,62,10,1,10,0,2,6.2,1,0,0.4
v=v02MWcwh0iU,AWESOME EVERYDAY HACKS EVERY PARENT SHOULD TRY,120,960,1987827,46,7,0,7,0,1,6.571428571428571,0,0,0.4
v=iMtTf-d4d4E,GIRLS and BOYS DO IT all the time || Cool Life Hacks and Pranks to Try with Friends,120,714,356680,83,18,2,4,7,8,4.611111111111111,0,0,0.35
v=DpXBl9CRFU4,POP IT! 23 Cool Parenting Life Hacks For New Moms And Dads,120,640,15945784,58,12,1,2,0,2,4.833333333333333,1,0,0.2431818181818181
v=P1GT2N1OZnI,Smart Hacks To Make Parenting Ten Times Easier,120,690,6674922,46,8,0,0,0,1,5.75,0,0,0.1071428571428571
v=bIGWEcvbGpk,HOT GLUE GUN and 3D PEN HACKS | 29 Cool Hacks And Crafts For You,120,759,682569,64,15,1,6,1,4,4.266666666666667,1,0,0.3
v=mvcvZTmf-5o,Budget Bathroom Renovation Ideas || Renovate your home easily and cheaply,120,771,476024,73,11,2,0,5,2,6.636363636363637,0,0,0.4166666666666667
v=jghHddgBx10,33 GARDENING HACKS || How To Grow Any Plants At Home,120,547,348665,52,11,2,2,0,4,4.727272727272728,1,1,0.0
v=fejANz5J2Ic,WEDDING HACKS || Couple Transformation and DIY Jewelry for The Most Special Day of Your Life,120,645,1411508,92,16,2,3,3,6,5.75,0,0,0.4285714285714286
v=2jlORMmA1eY&t=400s,25 COOL LIFE HACKS FOR EVERY OCCASION,120,640,1707027,37,7,0,6,0,1,5.285714285714286,1,1,0.35
v=v2RSjkpMp0o,MEGA COMPILATION FOR SMART PARENTS BY 5-MINUTE CRAFTS,150,3720,21377363,53,8,1,8,0,2,6.625,1,0,0.2142857142857142
v=2lLSBgD1eBs,GLUE GUN VS 3D PEN! This is a new level of crafting,150,604,2969346,51,12,1,5,6,4,4.25,1,0,0.1363636363636363
v=C9U419Htbmc,Don’t Throw Away Cardboard! Hamster Maze and Fantastic DIY Old Things Recycle Ideas,150,756,705345,83,13,1,1,1,1,6.384615384615385,0,0,0.25
v=qc4MNzqFvLY,YUMMY FOOD IDEAS || 30 Simply Eggs Recipes That Will Melt In Your Mouth,150,663,633910,71,14,2,3,0,4,5.071428571428571,1,0,0.0
v=F43zWsPdzfc,Girls Problems With Short VS Long Hair || LONG NAILS STRUGGLES,150,554,1513080,62,11,2,4,0,1,5.636363636363637,0,0,-0.0333333333333333
v=E8XqQERDmPo,"HOW TO HAVE FUN WITH FRIENDS || 21 Hacks to Get Snacks, Makeup and Pets into a Party",150,775,665999,84,18,3,6,4,8,4.666666666666667,1,0,0.3
v=-QTGRnFup6Y,"HOT GLUE GUN IDEAS || 20 Cool DIY Projects with 3D Pen, Epoxy Resin be 5-Minute Crafts",150,609,1854616,86,17,4,6,2,2,5.0588235294117645,1,0,0.3
v=CvANP3DOcBo,Last Minute Easter Decorating Ideas || Lovely Crafts To Keep Your Child Happy,150,466,409340,77,13,2,0,0,2,5.923076923076923,0,0,0.4333333333333333
v=Kd3fBrj2cRA,REAL LIVE || Shooting Stunning Science Experiments,150,14880,424342,50,7,2,2,0,0,7.142857142857143,0,0,0.3522727272727273
v=11cNVEBucA4,5 Miniature DIYs That Parents and Kids will Enjoy! Crafts for @Cave Club!,150,521,180579,73,13,3,0,3,4,5.615384615384615,1,1,0.625
v=dAQYHhjS228,25 Viral TIK TOK Hacks || HOW TO SNEAK FRIENDS into the movies,150,689,720650,62,13,2,6,3,4,4.769230769230769,1,1,0.0
v=KZKlILI1RJg,SMART PARENTING LIFE AND HACKS || Clever Ideas And Funny Situations By 5-Minute Crafts,150,639,7511359,86,14,3,5,0,3,6.142857142857143,1,0,0.2103174603174603
v=WGtGxPLDe2s,Help us bring the trophy home!,150,153,447814,30,6,1,0,5,1,5.0,0,0,0.0
v=Ho1juKSmGQA,MYSTERY BOX CHALLENGE You Have To Try With Friends #shorts,150,55,9298082,58,10,1,3,1,4,5.8,0,0,0.0
v=DwlJl2ba3rs,29 SUMMER LIFE HACKS || TikTok Trends And Viral Hacks You Will Enjoy,150,616,1195444,68,13,2,3,0,3,5.230769230769231,1,1,0.4
v=mMWoAV5IS18,Tik Tok STUNNING photo ideas #shorts,150,55,28673222,36,6,1,1,3,0,6.0,0,0,0.5
v=iyZBlAWQ9nE,DIY Dolls House Miniature. Take a Photo in this Tiny Photo Studio!,150,554,282667,66,12,2,1,3,3,5.5,0,0,0.0
v=0-JXqy2dO3Y,Top Funny Pet Hacks #shorts,150,56,6973099,27,5,1,0,1,0,5.4,0,0,0.375
v=UdED9vldYJw,FIRST AID HACKS || 23 Safety Tricks For Common Problems,150,603,2088949,55,10,2,3,0,1,5.5,1,0,-0.0249999999999999
v=t1aDFj0X-Ek,Don’t Repeat Crazy Experiments at home #shorts,150,48,10348764,46,7,1,0,3,1,6.571428571428571,0,0,-0.6
v=7yF7RFNQcJo,SMART PARENTING LIFE AND HACKS || Clever Ideas And Funny Situations By 5-Minute Crafts,180,629,3019916,86,14,3,5,0,3,6.142857142857143,1,0,0.2103174603174603
v=zaukXOmX6Yw,How to Stay Healthy #shorts,180,51,2281650,27,5,1,0,2,2,5.4,0,0,0.5
v=fraDOSCG6x4,WOW! Amazing 3D Printer #shorts,180,60,2461410,31,5,2,2,1,0,6.2,1,0,0.3625
v=BQyWK1bJG0g,Awesome Hacks with Balloons #shorts,180,56,17219265,35,5,1,0,2,1,7.0,0,0,1.0
v=o--S2j7i-JU,22 CLEVER CAMPING IDEAS For Your Next Trip!,180,585,1610886,43,8,1,3,0,2,5.375,1,1,0.0833333333333333
v=XiJNRWpFmvw,22 CLEVER CAMPING IDEAS For Your Next Trip! (Trailer),180,61,280875,53,9,3,3,0,2,5.888888888888889,1,1,0.0833333333333333
v=DpyVY7Nm9Zc,Creative Cake Decorating Ideas #shorts,180,51,5734143,38,5,1,0,1,0,7.6,0,0,0.5
v=q1JsZzPV5zw,HOT GLUE GUN HACKS || Best Glue Gun & 3D Pen Ideas,180,603,2613579,50,12,3,5,0,0,4.166666666666667,1,0,0.625
v=lqhmqMrSt0Q,Primitive Bushcraft Shelter || Easy Crafts for Beginners #Shorts,180,60,24618027,64,9,3,0,1,1,7.111111111111111,0,0,0.4333333333333333
v=swD7peONcaE,AMAZING DIY IDEAS FROM EPOXY RESIN || 22 easy epoxy resin crafts and jewelry,180,611,2090669,76,14,2,6,6,2,5.428571428571429,1,0,0.5166666666666667
v=7wkMI-xqay0,16 PARENTING HACKS YOU NEED TO KNOW|| Cool Ideas To Make Parenting Easier,180,497,1395360,73,13,2,6,0,3,5.615384615384615,1,1,0.35
v=BAT2hLp6muM,WINTER CAMPING IDEAS || 14 Life-Saving Camping Hacks You Will Definitely Like,180,491,1540587,77,12,3,3,0,2,6.416666666666667,1,0,0.0
v=zhKPdPS48tY,ONE MINUTE DRAWING LESSON #shorts,180,48,18241697,33,5,1,4,1,0,6.6,0,0,0.0
v=BzNqG0TBz1s,18 SMART LIFE HACKS FOR EVERY OCCASION || Creative 3D Pen Ideas,180,516,2529544,63,12,2,7,0,1,5.25,1,1,0.3571428571428571
v=jMbovU8VTHM,WE TRIED crazy PHONE HACKS to see if they actually work,180,488,2526191,55,11,0,4,7,4,5.0,0,0,-0.3
v=SBJTQn3Xu-A,BOYS vs GIRLS || Cool TikTok hacks #shorts,180,59,2451951,42,8,3,2,3,0,5.25,0,0,0.35
v=1kxb11UQ-OU,How To Hide Candy From a Child! 17 Brilliant Ways To SNEAK SNACKS & Food,180,530,1499415,72,15,2,2,1,5,4.8,1,0,0.9
v=CjcVH96TnAs,Looks Awesome! Easy PHOTO HACKS Anyone Can Do #shorts,180,60,76836215,53,9,2,2,1,2,5.888888888888889,0,0,0.7166666666666667
v=aCtm60gOWMw,20 GENIUS ORGANIZING HACKS | Cool Ideas And DIY Crafts To Transform Your Home,180,499,4765896,77,14,1,4,0,3,5.5,1,1,0.35
v=Zp-bTeKb7qg,3D PEN HACKS || Unbelievable things you can do with a 3D pen and hot glue,210,501,2676349,73,16,2,4,10,6,4.5625,1,1,0.0
v=J2aR2ycNGyU,Ouch! First Aid Hacks for Emergencies #shorts,210,51,68219761,45,7,2,0,2,1,6.428571428571429,0,0,0.25
v=dSyzaiISa_c,21 AMAZING PLANTS IDEAS || DIY Gardening Tricks You Should Know,210,617,6691262,63,11,2,4,0,2,5.727272727272728,1,1,0.6000000000000001
v=UHw65s5njBw,Painting Techniques for Beginners and PRO #shorts,210,60,13747532,49,7,1,1,3,2,7.0,0,0,0.0
v=U8dLGVC6laE,15 AWKWARD MOMENTS || BEAUTY AND MAKEUP HACKS FOR A GORGEOUS LOOK,210,510,2167116,65,12,2,10,0,3,5.416666666666667,1,1,0.0499999999999999
v=WjjCsvgODeg,LIFE HACKS FOR PARENTS || Travel and Camping Gadgets for Smart Moms and Dads #shorts,210,53,46415249,84,15,3,4,4,4,5.6,0,0,0.2142857142857142
v=ON3eF9gCDr8,"YUM! 22 EASY FAST FOOD HACKS || Cooking Ideas, Tricks To Avoid Fails In Kitchen",210,491,4736319,79,15,4,5,0,2,5.266666666666667,1,0,0.0444444444444444
v=4sYcGLje8vA,How to cook EGGS like a chef #shorts,210,52,18118068,36,8,1,1,6,3,4.5,0,0,0.0
v=Pyia51vIgL4,16 Cool Decor Ideas and DIY Furniture || GENIUS SOLUTIONS FOR YOUR HOME,210,491,1775052,71,13,2,6,1,3,5.461538461538462,1,1,0.35
v=wQwue2MBe-Q,"SNEAK SNACKS Anywhere You Go! | Awesome Ways to SNEAK FOOD Into Hospital, School, Club",210,511,3525336,86,15,4,4,1,3,5.733333333333333,0,0,1.0
v=xBEH0tSUMHA,15 DIY CARDBOARD CRAFTS || Easy Upgrade Hacks and Plastic Recycle Ideas,210,491,2446298,71,12,2,3,1,1,5.916666666666667,1,1,0.4333333333333333
v=FwdmGwyvpRA,100+ SMART PARENTING HACKS AND CRAFTS || DIY Ideas And Easy Activities Every Mom and Dad Should Know,210,7080,2124054,100,18,3,6,1,4,5.555555555555555,1,1,0.3238095238095238
v=QyFmm0Uw0C4,CRAZY HOME DECOR IDEAS || Cheap DIY Furniture Hacks And Repair Tips #shorts,210,48,22900321,75,13,3,5,1,1,5.769230769230769,0,0,-0.0999999999999999
v=IaU9gdUXqA0,GREAT IDEAS FOR YOUR KITCHEN || Unusual Food Hacks #shorts,210,57,25236685,58,10,3,5,1,2,5.8,0,0,0.5
v=V2FKD3xYLUg,29 PARENTING HACKS AND GADGETS || Cool life hacks and funny ideas for parents,210,605,16465615,77,14,2,4,7,3,5.5,1,1,0.3
v=kNQxuMZrJh8,BOYS vs GIRLS || Epic Pranks For Friends #shorts,210,60,83554255,48,9,3,2,2,1,5.333333333333333,0,0,0.1
v=r3e2DhXOQT0,CLEVER CAMPING IDEAS For a Perfect Time Outdoors! #shorts,240,56,37060430,57,9,2,3,2,2,6.333333333333333,0,0,0.5833333333333334
v=rPZScSxSK40,27 BEST TRICKS || Secrets Of Best Magic Tricks And Funny Hacks,240,599,2222749,62,12,2,2,0,2,5.166666666666667,1,1,0.6875
v=YONLAozLh0M,COOL PREGNANCY HACKS FOR MOMS #shorts,240,54,16480396,37,6,1,5,1,1,6.166666666666667,0,0,0.35
v=FADD5_nANBs,COUPLES PRANKS || 22 Funny Life Hacks and Gift Ideas,240,654,5059554,52,10,2,2,1,1,5.2,1,0,0.25
v=NI0PngB4-XQ,3D PEN VS GLUE GUN! 17 Cool Hacks And Crafts For You,240,608,22878898,52,12,1,5,0,3,4.333333333333333,1,1,0.35
v=vJRoXZVHOyQ,30 COOL HACKS AND CRAFTS To Make Your Life Easier,240,637,4479656,49,10,0,4,0,3,4.9,1,1,0.35
v=2j69K3ozCjA,28 PARENTING HACKS From Crafty Moms And Dads || Tips for Being Friends with Your Child,240,637,34023529,86,16,2,2,2,6,5.375,1,1,0.4
v=_Vd1aWLZZ40,We tried building an igloo in the backyard and here's what happened,240,613,3669609,67,12,1,0,11,6,5.583333333333333,0,0,0.0
